title,youtubeId,slug
Controlled Vocabulary - Kristin McKee - Write the Docs Portland 2018 Lightning Talk,HnV4-PGKM4I,controlled-vocabulary-kristin-mckee-write-the-docs-portland-2018-lightning-talk
Documentarians and Imposter Syndrome - Mo Nishiyama - Write the Docs Portland 2018 Lightning Talk,A18ZP_2vt1Q,documentarians-and-imposter-syndrome-mo-nishiyama-write-the-docs-portland-2018-lightning-talk
Improving Response Rates - Kayce Basque - Write the Docs Portland 2018 Lightning Talk,d_ZXFqG39hc,improving-response-rates-kayce-basque-write-the-docs-portland-2018-lightning-talk
It's Okay to Say No - Ben Fisher - Write the Docs Portland 2018 Lightning Talk,GYB6mWTihPI,it-s-okay-to-say-no-ben-fisher-write-the-docs-portland-2018-lightning-talk
Mutual Mentorship in a Rapidly Changing World - Ashley Newton - Write the Docs,PegsEm-Q5e4,mutual-mentorship-in-a-rapidly-changing-world-ashley-newton-write-the-docs
What They Don't Tell You About Creating New Style Guides - Thursday Bram - Write the Docs Portland,O1ZnCA-hZxQ,what-they-don-t-tell-you-about-creating-new-style-guides-thursday-bram-write-the-docs-portland
7 Essential Tips for the Enlightened Tech Writer - Ted Hudek - Write the Docs Portland 2018,-lHKnF2EPd8,7-essential-tips-for-the-enlightened-tech-writer-ted-hudek-write-the-docs-portland-2018
Starting from Scratch: Finding and Hiring Junior Writers - Sarah Day - Write the Docs Portland 2018,GiHZY8P4kpA,starting-from-scratch-finding-and-hiring-junior-writers-sarah-day-write-the-docs-portland-2018
Making Your Code Examples Shine - Larry Ullman - Write the Docs Portland 2018,td15D2BLa4c,making-your-code-examples-shine-larry-ullman-write-the-docs-portland-2018
The art and practice of documentation triage - Neal Kaplan - Write the Docs Portland 2018,2EzIe-3LBwQ,the-art-and-practice-of-documentation-triage-neal-kaplan-write-the-docs-portland-2018
Write the Docs Prague 2017: Documenting your software’s last days by Daniel D. Beck,XWNw3TgbGLg,write-the-docs-prague-2017-documenting-your-software-s-last-days-by-daniel-d-beck
Write the Docs Prague 2017: Lightning Talks Day 1,NDOJnMsELJU,write-the-docs-prague-2017-lightning-talks-day-1
Write the Docs Prague 2017: Design critique guidelines make feedback easier by Christy Lutz,DOuRgFP4NMQ,write-the-docs-prague-2017-design-critique-guidelines-make-feedback-easier-by-christy-lutz
Write the Docs Prague 2017: A content manager's guide to crowdsourcing the docs by Becky Todd,BnWmPulCNhA,write-the-docs-prague-2017-a-content-manager-s-guide-to-crowdsourcing-the-docs-by-becky-todd
Write the Docs Prague 2017: Microaggressions & Inclusive Language by Cory Williamson-Cardneau,lXXuQQ9xtPc,write-the-docs-prague-2017-microaggressions-inclusive-language-by-cory-williamson-cardneau
Write the Docs Prague 2017: Main Takeaways After One Year in Documentation by Meike Chabowski,y4UyU4XIn5c,write-the-docs-prague-2017-main-takeaways-after-one-year-in-documentation-by-meike-chabowski
Write the Docs Prague 2017: What nobody tells you about documentation by Daniele Procida,p0PPtdRHG6M,write-the-docs-prague-2017-what-nobody-tells-you-about-documentation-by-daniele-procida
"Write the Docs Prague 2017: Aw Snap! The Docs, They Are A-Changin’ by Kate Wilcox",DYgw6xcpDmE,write-the-docs-prague-2017-aw-snap-the-docs-they-are-a-changin-by-kate-wilcox
"Write the Docs Prague 2017: Writing great ""getting started"" documentation by Tim Rogers",wqC88GNujWQ,write-the-docs-prague-2017-writing-great-getting-started-documentation-by-tim-rogers
Write the Docs Prague 2017: Documentation beyond words by Chris Ward,lTYvWjS1nHw,write-the-docs-prague-2017-documentation-beyond-words-by-chris-ward
Write the Docs Prague 2017: Even Naming This Talk Is Hard by Ruthie BenDor,JuI6NUbEzDw,write-the-docs-prague-2017-even-naming-this-talk-is-hard-by-ruthie-bendor
Write the Docs Prague 2017: Trustworthy and Sensible API Docs with GraphQL by Garen Torikian,aJk99MSVj0Y,write-the-docs-prague-2017-trustworthy-and-sensible-api-docs-with-graphql-by-garen-torikian
Write the Docs Prague 2017: Telling a Great Story on GitHub by Lauri Apple,9fq3-U9PKAA,write-the-docs-prague-2017-telling-a-great-story-on-github-by-lauri-apple
Write the Docs Prague 2017: Requirements that you didn't know were there by Lesia Zasadna,3oklMXaGA3Y,write-the-docs-prague-2017-requirements-that-you-didn-t-know-were-there-by-lesia-zasadna
Write the Docs Prague 2017: Writing a book in 2017 by Thomas Parisot,p2eAXLR3OOk,write-the-docs-prague-2017-writing-a-book-in-2017-by-thomas-parisot
Write the Docs Prague 2017: Lightning Talks Day 2,15XyK-4wrXs,write-the-docs-prague-2017-lightning-talks-day-2
"Write the Docs Prague 2017: Hi, my name is README! by Raphael Pierzina",0z0jquYos90,write-the-docs-prague-2017-hi-my-name-is-readme-by-raphael-pierzina
Write the Docs Prague 2017: Tech Writers Without Borders by Stuart Culshaw,MgS1WuOcK4o,write-the-docs-prague-2017-tech-writers-without-borders-by-stuart-culshaw
Write the Docs Portland 2017: Intelligent Documents and the Verifiability Crisis in Science,kOzQPpc-KDo,write-the-docs-portland-2017-intelligent-documents-and-the-verifiability-crisis-in-science
Write the Docs Portland 2017: Lightning Talks Part 3 by Various Speakers,lwketc25Twk,write-the-docs-portland-2017-lightning-talks-part-3-by-various-speakers
Write the Docs Portland 2017: Lightning Talks Part 2 by Various Speakers,W25pY7SIFw4,write-the-docs-portland-2017-lightning-talks-part-2-by-various-speakers
Write the Docs Portland 2017: Lightning Talks Part 1 by Various Speakers,VnRLs_aTv9A,write-the-docs-portland-2017-lightning-talks-part-1-by-various-speakers
Write the Docs Portland 2017: Bootstrapping Docs at a Startup by Jesse Seldess,YLXNJXQyYoE,write-the-docs-portland-2017-bootstrapping-docs-at-a-startup-by-jesse-seldess
"Write the Docs Portland 2017: Start with the tasks, not the endpoints by Sarah Hersh",R8yjmtIWEKQ,write-the-docs-portland-2017-start-with-the-tasks-not-the-endpoints-by-sarah-hersh
Write the Docs Portland 2017: The Wisdom of Crowds... by Ingrid Towey,s3Em8QSXyn8,write-the-docs-portland-2017-the-wisdom-of-crowds-by-ingrid-towey
Write the Docs Portland 2017: Interviewing and hiring technical writers... by Sam Faktorovich,tcjLbCLcPTo,write-the-docs-portland-2017-interviewing-and-hiring-technical-writers-by-sam-faktorovich
Write the Docs Portland 2017: Treating Documentation like Code: a Practical Account by Jodie Putrino,Mzu-c-FoOdw,write-the-docs-portland-2017-treating-documentation-like-code-a-practical-account-by-jodie-putrino
Write the Docs Portland 2017: Everyone's a player (in a mid-90s MUD) by Kenzie Woodbridge,BiYSJ5dkoM0,write-the-docs-portland-2017-everyone-s-a-player-in-a-mid-90s-mud-by-kenzie-woodbridge
Write the Docs Portland 2017: Only Interesting Conversations... by Matthew Buttler,qXrX6hZO6V0,write-the-docs-portland-2017-only-interesting-conversations-by-matthew-buttler
Write the Docs Portland 2017: Even Naming This Talk Is Hard by Ruthie BenDor,RFfpkrbkvxc,write-the-docs-portland-2017-even-naming-this-talk-is-hard-by-ruthie-bendor
Write the Docs Portland 2017: Do you Know a Runbook From a Flip Book?... by Andrea Longo,QDxoqWpyzo8,write-the-docs-portland-2017-do-you-know-a-runbook-from-a-flip-book-by-andrea-longo
Write the Docs Portland 2017: Testing: it's not just for code anymore by Lyzi Diamond,e1_MMEr4kNU,write-the-docs-portland-2017-testing-it-s-not-just-for-code-anymore-by-lyzi-diamond
Write the Docs Portland 2017: No Community Members Were Harmed... by Lindsay Muscato & Ryan Pitts,08l9FGJOz5E,write-the-docs-portland-2017-no-community-members-were-harmed-by-lindsay-muscato-ryan-pitts
Write the Docs Portland 2017: You have Already Succeeded... by Christy Lutz,E_GyqG3Gd38,write-the-docs-portland-2017-you-have-already-succeeded-by-christy-lutz
Write the Docs Portland 2017: Caring Systems: Documentation as care by Amelia Abreu,quC7mJn8B_U,write-the-docs-portland-2017-caring-systems-documentation-as-care-by-amelia-abreu
Write the Docs Portland 2017: Building navigation for your doc site: 5 best practices by Tom Johnson,w-kEmsLwPDE,write-the-docs-portland-2017-building-navigation-for-your-doc-site-5-best-practices-by-tom-johnson
"Write the Docs Portland 2017: Error Messages: Being Humble, Human, and Helpful... by Kate Voss",gBBZUATL7Qo,write-the-docs-portland-2017-error-messages-being-humble-human-and-helpful-by-kate-voss
Write the Docs Portland  2017: Introduction & State of the Docs by Eric Holscher,2LTsqJdUKiI,write-the-docs-portland-2017-introduction-state-of-the-docs-by-eric-holscher
[SPONSORED] Algolia - Community  Docsearch,DQ_h21CQg7A,sponsored-algolia-community-docsearch
Day 1 Lightning Talks,3aXohAgX9N8,day-1-lightning-talks
Rachel Whitton - Delivering High-Velocity Docs that Keep Pace with Rapid Release Cycles,dHdBsNxtKeI,rachel-whitton-delivering-high-velocity-docs-that-keep-pace-with-rapid-release-cycles
Thursday Bram - What Writing Fiction Teaches You About Writing Documentation,HaWWcJp2yo4,thursday-bram-what-writing-fiction-teaches-you-about-writing-documentation
Daniel Beck - Checklist the Docs,mltBPPGsuTg,daniel-beck-checklist-the-docs
Riona MacNamara - As Good As It Gets: Why Better Trumps Best,NyFNrInlADs,riona-macnamara-as-good-as-it-gets-why-better-trumps-best
Day 2 Lightning Talks,vhaQjJcfq5M,day-2-lightning-talks
Chris Ward - Beyond Software - Learning from Other Technical Writers,pfLw8WmQ3nM,chris-ward-beyond-software-learning-from-other-technical-writers
David Oliver - Documentoring: Growing a “Love The Docs” community,5LRagMvlEuk,david-oliver-documentoring-growing-a-love-the-docs-community
"Rory Tanner - Information micro-architecture: grammar, syntax, and cognitive rhetoric",GuAECnt4eJI,rory-tanner-information-micro-architecture-grammar-syntax-and-cognitive-rhetoric
Swapnil Ogale - When bad screenshots happen to good writers,SU2mRSaa1yQ,swapnil-ogale-when-bad-screenshots-happen-to-good-writers
Sarah Karp - Watch that tone! Creating an information experience in the Atlassian voice,MeyKS4LwTds,sarah-karp-watch-that-tone-creating-an-information-experience-in-the-atlassian-voice
joan wendt - Operations Technical Writing for Data Centers,4AwmQmWK7Ys,joan-wendt-operations-technical-writing-for-data-centers
István Zoltán Szabó - Writing as a non-native speaker,KWqhW4Guo5k,istv-n-zolt-n-szab-writing-as-a-non-native-speaker
Paul Adams - Postulating The Backlog Laxative,MD-RwSw-NGA,paul-adams-postulating-the-backlog-laxative
Sarah Chambers - Documentarians and Support: Work Better Together,qBpwoQftxcA,sarah-chambers-documentarians-and-support-work-better-together
Michael Meng - API documentation: Exploring the information needs of software developers,soQSOBwiXdA,michael-meng-api-documentation-exploring-the-information-needs-of-software-developers
Jan Christian Krause - Using meaningful names to improve API-documentation,YOBVWfmRHzc,jan-christian-krause-using-meaningful-names-to-improve-api-documentation
Kata Nagygyörgy - Poll the Docs,nXEpyO6tNX8,kata-nagygy-rgy-poll-the-docs
"Margaret Eker, Jennifer Rondeau - Docs as Code: The Missing Manual",JvRd7MmAxPw,margaret-eker-jennifer-rondeau-docs-as-code-the-missing-manual
"Chris Mills - Feedback handling, community wrangling, panhandling",VabBD1MWdE8,chris-mills-feedback-handling-community-wrangling-panhandling
Anna Jaruga - The quest for scientific credit for software documentation,Qg7lOWyT2mo,anna-jaruga-the-quest-for-scientific-credit-for-software-documentation
Beth Aitman - Before the Docs: Writing for User Interfaces,LemM9PHDX6w,beth-aitman-before-the-docs-writing-for-user-interfaces
Chris Ward - Documenting your Story: Crafting a good presentation,2JacBpYizRw,chris-ward-documenting-your-story-crafting-a-good-presentation
Florian Scholz & Jean-Yves Perrier - Gardening Open Docs,q9_hG-Uu80I,florian-scholz-jean-yves-perrier-gardening-open-docs
Adam Dangoor - Tested & Correct: How to Make Sure Your Documentation Keeps Working,PoVwyPipHzc,adam-dangoor-tested-correct-how-to-make-sure-your-documentation-keeps-working
Elijah Caine - How to Write an Email,Ja-4t8Ufv6Y,elijah-caine-how-to-write-an-email
Paul Adams - Judas Priest Ate my Scrum Master,35AzPlwAhNg,paul-adams-judas-priest-ate-my-scrum-master
Diana Potter - Screencasting 101,vz5HYGqFIOM,diana-potter-screencasting-101
Sonja Heinen - Visual Documentation Language,njXdQmcSX-k,sonja-heinen-visual-documentation-language
Jamie Hannaford - Generating docs from APIs,iCQkhSXGfOU,jamie-hannaford-generating-docs-from-apis
Zdenek Nemec - Writing for what Matters,bKOnRVb_0TE,zdenek-nemec-writing-for-what-matters
Jennifer Rondeau - Back to the Future: What Can Documentarians Learn From The Past?,_SW84nNlgmo,jennifer-rondeau-back-to-the-future-what-can-documentarians-learn-from-the-past
Christina Elmore - All roads might not lead to docs,NKYSdEasJ-8,christina-elmore-all-roads-might-not-lead-to-docs
Riona MacNamara - Imposter No More...,pg_Y9hUt2dg,riona-macnamara-imposter-no-more
Lightning Talks - Day Two,g6hQdc9GOlQ,lightning-talks-day-two
Paul Roeland - MacGyvering your Docs,Y2QxSTJ1jVs,paul-roeland-macgyvering-your-docs
Lightning Talks - Day One,RGl6bu0_NFc,lightning-talks-day-one
Radina Matic - Inclusive Tech Docs: TechComm Meets Accessibility,RcjpBNIKlf8,radina-matic-inclusive-tech-docs-techcomm-meets-accessibility
"Patrick Keegan - Free Your Mind, and Your Docs Will Follow",H_kC8_hfpe8,patrick-keegan-free-your-mind-and-your-docs-will-follow
Emilie Boillat - Whatchamacallit: Controlled Vocabularies for Technical Writers,0kg-6YCDg64,emilie-boillat-whatchamacallit-controlled-vocabularies-for-technical-writers
Swizec Teller - What I learned writing a lousy tech book,w1L2SgQuv6Q,swizec-teller-what-i-learned-writing-a-lousy-tech-book
Idan Gazit - Advanced Web Typography,pQ1vx8DlLag,idan-gazit-advanced-web-typography
Shwetank Dixit - Challenges and approaches taken with the Opera Extension Docs,h-62sXFvs44,shwetank-dixit-challenges-and-approaches-taken-with-the-opera-extension-docs
Lightning talks - Day 2,fqJ2_5dDCMA,lightning-talks-day-2
Markus Zapke-Gründemann - Writing multi-language documentation using Sphinx,53iJTYLji0I,markus-zapke-gr-ndemann-writing-multi-language-documentation-using-sphinx
Thomas Parisot - README Driven Development,2ZhLaahzrOQ,thomas-parisot-readme-driven-development
Kristof Van Tomme - Keeping trust: Testing documentation as part of a continuous integration process,2TuATCZE3Ok,kristof-van-tomme-keeping-trust-testing-documentation-as-part-of-a-continuous-integration-process
Mikey Ariel - Your Personal Tech-Writing Agile Manifesto (or: Scrum is not a 4-character word),yooC1DL2bnA,mikey-ariel-your-personal-tech-writing-agile-manifesto-or-scrum-is-not-a-4-character-word
Lightning talks - Day 1,wm7tKhnXXVY,lightning-talks-day-1
Robert Lehmann - Self-Directed Learning Material,pVRVN5nBdcg,robert-lehmann-self-directed-learning-material
Jessica Rose - Tone in Documentation,hmyTYDvOXsk,jessica-rose-tone-in-documentation
David Hooker - What I have taught developers about writing,SFn2XNbv4QA,david-hooker-what-i-have-taught-developers-about-writing
Elizabeth Urello - Blogging as Non-Traditional Support Documentation,QTTA9wq1qls,elizabeth-urello-blogging-as-non-traditional-support-documentation
Kelly O’Brien - Engage or Die: Four Techniques for Writing Indispensible Docs,IMdyx4YJ0hQ,kelly-o-brien-engage-or-die-four-techniques-for-writing-indispensible-docs
Tom Christie - Designing MkDocs,aOtnoBphzJ4,tom-christie-designing-mkdocs
Sebastien Goasguen - Going from Publican to Read the Docs,UHsIhWI4hgE,sebastien-goasguen-going-from-publican-to-read-the-docs
Christine Burwinkle - Pairing with designers to create a seamless user experience,0rrO0auyslo,christine-burwinkle-pairing-with-designers-to-create-a-seamless-user-experience
Jannis Leidel - Search and find. How we made MDN discoverable,02DYqMD1ihs,jannis-leidel-search-and-find-how-we-made-mdn-discoverable
Fintan Bolton - The community wrote my docs!,-9nvoni6xBk,fintan-bolton-the-community-wrote-my-docs
